id,sex,edad,origen,timerun,categoria,nacionalidad
483,Hombre,37,Cali,3383,2. Abierta,COL
484,Hombre,29,Cali,3384,2. Abierta,COL
485,Hombre,26,Cali,3385,2. Abierta,COL
486,Hombre,51,Cali,3386,4. Veteranos B,COL
487,Mujer,28,Cali,3386,2. Abierta,COL
488,Hombre,50,Cali,3386,4. Veteranos B,COL
489,Hombre,42,Cali,3387,3. Veteranos A,COL
490,Hombre,26,Cali,3389,2. Abierta,COL
491,Mujer,38,Cali,3389,2. Abierta,COL
492,Mujer,32,Cali,3389,2. Abierta,COL
493,Hombre,34,Cali,3392,2. Abierta,COL
494,Mujer,38,Cali,3393,2. Abierta,COL
495,Mujer,37,Cali,3395,2. Abierta,COL
496,Hombre,32,Cali,3398,2. Abierta,COL
497,Hombre,49,Jamundí,3398,3. Veteranos A,COL
498,Hombre,26,Cali,3400,2. Abierta,COL
499,Hombre,39,Cali,3402,2. Abierta,COL
500,Mujer,22,Cali,3402,2. Abierta,COL
501,Mujer,49,Cali,3404,3. Veteranos A,COL
502,Mujer,30,Cali,3405,2. Abierta,COL
503,Mujer,35,Cali,3407,2. Abierta,COL
504,Mujer,36,Cali,3408,2. Abierta,COL
505,Hombre,48,Cali,3409,3. Veteranos A,COL
506,Hombre,36,Cali,3410,2. Abierta,COL
507,Hombre,27,Cali,3411,2. Abierta,COL
508,Mujer,29,Cali,3413,2. Abierta,COL
509,Hombre,19,Cali,3414,2. Abierta,COL
510,Hombre,66,Jamundi,3414,5. Veteranos C,COL
511,Mujer,21,Cali,3415,2. Abierta,COL
512,Hombre,33,Cali,3416,2. Abierta,COL
513,Hombre,41,Cali,3416,3. Veteranos A,COL
514,Hombre,45,Sibundoy,3416,3. Veteranos A,COL
515,Hombre,40,Cali,3419,3. Veteranos A,COL
516,Hombre,44,Cali,3419,3. Veteranos A,COL
517,Hombre,41,Bogota,3420,3. Veteranos A,COL
518,Hombre,21,Cali,3421,2. Abierta,COL
519,Hombre,26,Palmira,3421,2. Abierta,COL
520,Hombre,50,Cali,3422,4. Veteranos B,COL
521,Hombre,16,Cali,3422,1. Juvenil,COL
522,Hombre,37,Cali,3424,2. Abierta,COL
523,Mujer,26,Cali,3426,2. Abierta,COL
524,Hombre,38,Popayan,3428,2. Abierta,COL
525,Hombre,26,Cali,3428,2. Abierta,COL
526,Mujer,22,Cali,3429,2. Abierta,COL
527,Hombre,44,Cali,3429,3. Veteranos A,COL
528,Hombre,37,Bogota D.c,3429,2. Abierta,COL
529,Hombre,58,Palmira,3430,4. Veteranos B,COL
530,Hombre,20,Cali,3430,2. Abierta,COL
531,Hombre,57,Cali,3431,4. Veteranos B,COL
532,Hombre,42,Cali,3432,3. Veteranos A,COL
533,Hombre,48,Popayan,3432,3. Veteranos A,COL
534,Hombre,26,Cali,3432,2. Abierta,COL
535,Mujer,31,Cali,3433,2. Abierta,COL
536,Hombre,28,Cali,3435,2. Abierta,COL
537,Hombre,42,Cali,3436,3. Veteranos A,COL
538,Hombre,41,Cali,3436,3. Veteranos A,COL
539,Hombre,48,Cali,3437,3. Veteranos A,COL
540,Mujer,33,Cali,3437,2. Abierta,COL
541,Hombre,25,Cali,3438,2. Abierta,COL
542,Hombre,24,Cali,3440,2. Abierta,COL
543,Mujer,41,Cali,3440,3. Veteranos A,COL
544,Mujer,35,Cali,3440,2. Abierta,COL
545,Hombre,37,Cali,3441,2. Abierta,COL
546,Hombre,33,Cali,3441,2. Abierta,COL
547,Mujer,30,Cali,3445,2. Abierta,COL
548,Hombre,33,Cali,3445,2. Abierta,COL
549,Hombre,31,Santander De Quilichao,3445,2. Abierta,COL
550,Hombre,55,Cali,3445,4. Veteranos B,COL
551,Hombre,30,Cali,3446,2. Abierta,COL
552,Hombre,31,Cali,3446,2. Abierta,COL
553,Mujer,39,Cali,3446,2. Abierta,COL
554,Hombre,56,Cali,3447,4. Veteranos B,COL
555,Hombre,47,Cali,3449,3. Veteranos A,COL
556,Hombre,42,Cali,3449,3. Veteranos A,COL
557,Mujer,39,Cali,3450,2. Abierta,COL
558,Hombre,34,Cali,3450,2. Abierta,COL
559,Hombre,43,Cali,3452,3. Veteranos A,COL
560,Hombre,35,Yumbo,3453,2. Abierta,COL
561,Hombre,57,Cali,3454,4. Veteranos B,COL
562,Hombre,52,Cali,3454,4. Veteranos B,COL
563,Hombre,34,Cali,3458,2. Abierta,COL
564,Hombre,39,Cali,3459,2. Abierta,COL
565,Mujer,39,Pasto,3460,2. Abierta,COL
566,Hombre,40,Jamundi,3460,3. Veteranos A,COL
567,Mujer,29,Cali,3460,2. Abierta,COL
568,Hombre,47,Cali,3461,3. Veteranos A,COL
569,Hombre,43,Bogotá,3462,3. Veteranos A,COL
570,Hombre,34,Cali,3464,2. Abierta,COL
571,Mujer,46,Cali,3468,3. Veteranos A,COL
572,Hombre,36,Cali,3473,2. Abierta,COL
573,Mujer,35,Bogotá,3474,2. Abierta,COL
574,Hombre,45,Bogotá,3474,3. Veteranos A,COL
575,Mujer,36,Cali,3475,2. Abierta,COL
576,Hombre,33,Cali,3475,2. Abierta,COL
577,Hombre,35,Cali,3475,2. Abierta,COL
578,Hombre,38,Popayan,3477,2. Abierta,COL
579,Hombre,38,Cali,3477,2. Abierta,COL
580,Hombre,34,Cali,3479,2. Abierta,COL
581,Hombre,32,Cali,3479,2. Abierta,COL
582,Mujer,18,Cali,3479,2. Abierta,COL
583,Mujer,34,Cali,3480,2. Abierta,COL
584,Hombre,30,Cali,3481,2. Abierta,COL
585,Hombre,39,Cerrito,3482,2. Abierta,COL
586,Hombre,28,Cali,3482,2. Abierta,COL
587,Mujer,28,Jamundi,3482,2. Abierta,COL
588,Hombre,31,Cali,3482,2. Abierta,COL
589,Hombre,55,Cali,3484,4. Veteranos B,COL
590,Hombre,38,Cali,3486,2. Abierta,COL
591,Hombre,26,Cali,3487,2. Abierta,COL
592,Hombre,33,Cali,3487,2. Abierta,COL
593,Mujer,50,Cali,3489,4. Veteranos B,COL
594,Mujer,42,Cali,3489,3. Veteranos A,COL
595,Hombre,42,Jamundi,3490,3. Veteranos A,COL
596,Hombre,26,Cali,3490,2. Abierta,COL
597,Hombre,62,Cali,3490,5. Veteranos C,COL
598,Hombre,27,Cali,3491,2. Abierta,COL
599,Mujer,50,Cali,3493,4. Veteranos B,COL
600,Hombre,46,Cali,3495,3. Veteranos A,COL
601,Mujer,25,Cali,3495,2. Abierta,COL
602,Hombre,32,Cali,3495,2. Abierta,0
603,Hombre,27,Cali,3495,2. Abierta,COL
604,Hombre,33,Cali,3496,2. Abierta,COL
605,Hombre,26,Cali,3496,2. Abierta,COL
606,Mujer,25,Cali,3497,2. Abierta,COL
607,Mujer,33,Cali,3498,2. Abierta,COL
608,Hombre,49,Cali,3499,3. Veteranos A,COL
609,Hombre,28,Popayán,3499,2. Abierta,COL
610,Hombre,57,Pereira,3500,4. Veteranos B,COL
611,Hombre,36,Cali,3502,2. Abierta,0
612,Mujer,42,Cali,3502,3. Veteranos A,COL
613,Hombre,32,Cali,3502,2. Abierta,COL
614,Hombre,56,Palmira,3502,4. Veteranos B,COL
615,Hombre,36,Cali,3502,2. Abierta,COL
616,Mujer,34,Cali,3502,2. Abierta,COL
617,Hombre,23,Cali,3503,2. Abierta,COL
618,Mujer,32,Cali,3503,2. Abierta,COL
619,Mujer,23,Palmira,3503,2. Abierta,COL
620,Mujer,58,Cali,3507,4. Veteranos B,COL
621,Hombre,37,Cali,3507,2. Abierta,COL
622,Mujer,64,Cali,3508,5. Veteranos C,COL
623,Mujer,56,Cali,3508,4. Veteranos B,COL
624,Hombre,39,Palmira,3509,2. Abierta,COL
625,Hombre,43,Cali,3509,3. Veteranos A,COL
626,Hombre,39,Cali,3510,2. Abierta,COL
627,Hombre,26,Cali,3512,2. Abierta,COL
628,Hombre,41,Cali,3513,3. Veteranos A,COL
629,Hombre,40,Cali,3514,3. Veteranos A,COL
630,Mujer,33,Cali,3514,2. Abierta,COL
631,Mujer,35,Cali,3515,2. Abierta,COL
632,Hombre,57,Cali,3515,4. Veteranos B,COL
633,Mujer,53,Cali,3516,4. Veteranos B,COL
634,Mujer,27,Cali,3516,2. Abierta,COL
635,Hombre,51,Cali,3517,4. Veteranos B,COL
636,Mujer,33,Popayan,3517,2. Abierta,COL
637,Hombre,34,Cali,3517,2. Abierta,COL
638,Hombre,33,Popayan,3517,2. Abierta,COL
639,Hombre,61,Cali,3522,5. Veteranos C,COL
640,Mujer,34,Cali,3525,2. Abierta,COL
641,Hombre,55,Cali,3527,4. Veteranos B,COL
642,Hombre,49,Cali,3528,3. Veteranos A,COL
643,Hombre,35,Cali,3529,2. Abierta,COL
644,Hombre,38,Cali,3529,2. Abierta,COL
645,Hombre,30,Cali,3531,2. Abierta,COL
646,Hombre,18,Cali,3531,2. Abierta,COL
647,Hombre,18,Cali,3532,2. Abierta,COL
648,Mujer,35,Cali,3532,2. Abierta,COL
649,Hombre,46,Cali,3532,3. Veteranos A,COL
650,Mujer,41,Cali,3533,3. Veteranos A,COL
651,Mujer,33,Cali,3533,2. Abierta,COL
652,Hombre,30,Cali,3533,2. Abierta,COL
653,Hombre,24,Cali,3536,2. Abierta,COL
654,Hombre,25,Cali,3537,2. Abierta,COL
655,Hombre,32,Yumbo,3538,2. Abierta,COL
656,Hombre,30,Jamundí,3539,2. Abierta,COL
657,Hombre,42,Palmira,3539,3. Veteranos A,COL
658,Hombre,40,Cali,3539,3. Veteranos A,COL
659,Mujer,26,Candelaria,3540,2. Abierta,COL
660,Hombre,36,Cali,3540,2. Abierta,COL
661,Mujer,28,Cali,3542,2. Abierta,COL
662,Mujer,57,Cali,3542,4. Veteranos B,COL
663,Mujer,34,Cali,3543,2. Abierta,COL
664,Mujer,29,Cali,3543,2. Abierta,COL
665,Hombre,42,Cali,3543,3. Veteranos A,COL
666,Hombre,46,Cali,3544,3. Veteranos A,COL
667,Hombre,35,Cali,3544,2. Abierta,COL
668,Hombre,50,Cali,3546,4. Veteranos B,COL
669,Hombre,48,Cali,3546,3. Veteranos A,COL
670,Hombre,54,Cali,3547,4. Veteranos B,COL
671,Hombre,65,Cali,3547,5. Veteranos C,COL
672,Hombre,26,Cali,3547,2. Abierta,COL
673,Hombre,23,Palmira,3548,2. Abierta,COL
674,Hombre,35,Cali,3548,2. Abierta,COL
675,Hombre,52,Cali,3549,4. Veteranos B,COL
676,Mujer,32,Cali,3551,2. Abierta,COL
677,Hombre,35,Cali,3552,2. Abierta,COL
678,Hombre,39,Cali,3552,2. Abierta,COL
679,Hombre,36,Cali,3554,2. Abierta,COL
680,Hombre,50,Cali,3554,4. Veteranos B,COL
681,Hombre,34,Cali,3556,2. Abierta,COL
682,Hombre,35,Cali,3556,2. Abierta,COL
683,Mujer,40,Cali,3557,3. Veteranos A,COL
684,Mujer,30,Cali,3557,2. Abierta,COL
685,Hombre,40,Cali,3558,3. Veteranos A,COL
686,Mujer,32,Cali,3558,2. Abierta,COL
687,Hombre,32,Cali,3559,2. Abierta,COL
688,Hombre,25,Cali,3560,2. Abierta,COL
689,Hombre,29,Cali,3560,2. Abierta,COL
690,Hombre,28,Cali,3560,2. Abierta,COL
691,Hombre,41,Cali,3562,3. Veteranos A,COL
692,Hombre,21,Cali,3563,2. Abierta,COL
693,Mujer,63,Cali,3563,5. Veteranos C,COL
694,Hombre,27,Cali,3564,2. Abierta,COL
695,Hombre,40,Cali,3564,3. Veteranos A,COL
696,Hombre,36,Cali,3565,2. Abierta,COL
697,Hombre,40,Cali,3565,3. Veteranos A,COL
698,Mujer,37,Cali,3565,2. Abierta,COL
699,Mujer,31,Cali,3565,2. Abierta,COL
700,Hombre,26,Cali,3567,2. Abierta,COL
701,Mujer,31,Cali,3568,2. Abierta,COL
702,Mujer,24,Cali,3569,2. Abierta,COL
703,Mujer,33,Candelaria,3570,2. Abierta,COL
704,Hombre,71,Cali,3570,5. Veteranos C,COL
705,Hombre,43,Cali,3571,3. Veteranos A,COL
706,Hombre,55,Cali,3571,4. Veteranos B,COL
707,Hombre,38,Cali,3572,2. Abierta,COL
708,Hombre,23,Cali,3573,2. Abierta,COL
709,Hombre,27,Cali,3573,2. Abierta,COL
710,Hombre,29,Cali,3575,2. Abierta,COL
711,Hombre,20,Cali,3576,2. Abierta,COL
712,Hombre,26,Cali,3576,2. Abierta,COL
713,Mujer,27,Cali,3576,2. Abierta,COL
714,Mujer,21,Cali,3577,2. Abierta,COL
715,Hombre,46,Cali,3578,3. Veteranos A,COL
716,Mujer,35,Cali,3578,2. Abierta,COL
717,Hombre,61,Cali,3579,5. Veteranos C,COL
718,Mujer,36,Cali,3579,2. Abierta,COL
719,Hombre,57,Palmira,3580,4. Veteranos B,COL
720,Hombre,36,Cali,3581,2. Abierta,COL
721,Hombre,23,Cali,3582,2. Abierta,COL
722,Hombre,29,Cali,3586,2. Abierta,COL
723,Hombre,38,Cali,3586,2. Abierta,COL
724,Mujer,26,Pasto,3587,2. Abierta,COL
725,Hombre,54,Popayán,3587,4. Veteranos B,COL
726,Hombre,46,Köln,3588,3. Veteranos A,DEU
727,Mujer,36,Cali,3589,2. Abierta,COL
728,Hombre,55,Cali,3589,4. Veteranos B,COL
729,Mujer,28,Cali,3591,2. Abierta,COL
730,Mujer,25,Cali,3591,2. Abierta,COL
731,Hombre,40,Cali,3591,3. Veteranos A,COL
732,Hombre,25,Candelaria,3592,2. Abierta,COL
733,Mujer,45,Cali,3594,3. Veteranos A,COL
734,Hombre,32,Cali,3595,2. Abierta,COL
735,Mujer,24,Cali,3595,2. Abierta,COL
736,Hombre,34,Cali,3595,2. Abierta,COL
737,Mujer,27,Cali,3596,2. Abierta,COL
738,Mujer,33,Cali,3596,2. Abierta,COL
739,Hombre,38,Cali,3600,2. Abierta,COL
740,Mujer,58,Cali,3601,4. Veteranos B,COL
741,Hombre,44,Cali,3602,3. Veteranos A,COL
742,Hombre,23,Cali,3604,2. Abierta,COL
743,Mujer,47,Cali,3605,3. Veteranos A,COL
744,Hombre,37,Cali,3607,2. Abierta,COL
745,Hombre,30,Cali,3607,2. Abierta,COL
746,Hombre,58,Cali,3610,4. Veteranos B,COL
747,Hombre,72,Cali,3611,5. Veteranos C,COL
748,Hombre,29,Cali,3612,2. Abierta,COL
749,Mujer,32,Cali,3613,2. Abierta,COL
750,Hombre,30,Cali,3617,2. Abierta,COL
751,Hombre,43,Cali,3617,3. Veteranos A,COL
752,Hombre,34,Cali,3617,2. Abierta,COL
753,Mujer,35,Cali,3618,2. Abierta,COL
754,Hombre,38,Cali,3620,2. Abierta,COL
755,Hombre,50,Cali,3620,4. Veteranos B,COL
756,Hombre,35,Cali,3621,2. Abierta,COL
757,Hombre,42,Cali,3622,3. Veteranos A,COL
758,Mujer,16,Cali,3623,1. Juvenil,COL
759,Mujer,43,Cali,3624,3. Veteranos A,COL
760,Mujer,47,Cali,3624,3. Veteranos A,COL
761,Mujer,43,Cali,3625,3. Veteranos A,COL
762,Hombre,34,Cali,3625,2. Abierta,COL
763,Hombre,40,Dagua,3625,3. Veteranos A,COL
764,Hombre,18,Cali,3625,2. Abierta,COL
765,Mujer,33,Cali,3627,2. Abierta,COL
766,Mujer,44,Cali,3628,3. Veteranos A,COL
767,Hombre,48,Cali,3629,3. Veteranos A,COL
768,Hombre,25,Vijes,3629,2. Abierta,COL
769,Hombre,39,Cali,3629,2. Abierta,COL
770,Hombre,32,Cali,3630,2. Abierta,COL
771,Mujer,42,Cali,3631,3. Veteranos A,COL
772,Mujer,40,Cali,3633,3. Veteranos A,COL
773,Mujer,43,Cali,3637,3. Veteranos A,COL
774,Mujer,46,El Cerrito,3637,3. Veteranos A,COL
775,Hombre,31,Cali,3637,2. Abierta,COL
776,Hombre,51,Cali,3638,4. Veteranos B,COL
777,Mujer,38,Cali,3638,2. Abierta,COL
778,Mujer,34,Cali,3640,2. Abierta,COL
779,Hombre,68,Popayan,3643,5. Veteranos C,COL
780,Hombre,44,Cali,3644,3. Veteranos A,COL
781,Hombre,33,Cali,3644,2. Abierta,COL
782,Mujer,33,Cali,3645,2. Abierta,COL
783,Hombre,42,Cali,3646,3. Veteranos A,COL
784,Hombre,34,Cali,3647,2. Abierta,COL
785,Hombre,42,Cali,3647,3. Veteranos A,COL
786,Hombre,32,Bogotá,3647,2. Abierta,COL
787,Hombre,37,Cali,3648,2. Abierta,COL
788,Hombre,25,Cali,3648,2. Abierta,COL
789,Hombre,43,Cali,3648,3. Veteranos A,COL
790,Mujer,24,Cali,3652,2. Abierta,COL
791,Hombre,46,Cali,3653,3. Veteranos A,COL
792,Hombre,29,Cali,3655,2. Abierta,COL
793,Mujer,40,Cali,3655,3. Veteranos A,COL
794,Hombre,39,Cali,3656,2. Abierta,COL
795,Hombre,46,Cali,3659,3. Veteranos A,COL
796,Mujer,33,Cali,3659,2. Abierta,COL
797,Mujer,37,Cali,3659,2. Abierta,COL
798,Hombre,41,Puerto Tejada,3661,3. Veteranos A,COL
799,Hombre,33,Cali,3661,2. Abierta,COL
800,Mujer,33,Cali,3662,2. Abierta,COL
801,Hombre,48,Cali,3662,3. Veteranos A,COL
802,Hombre,41,Bogota,3662,3. Veteranos A,COL
803,Mujer,28,Cali,3662,2. Abierta,COL
804,Mujer,25,Cali,3663,2. Abierta,COL
805,Hombre,43,Cali,3663,3. Veteranos A,COL
806,Hombre,41,Cali,3664,3. Veteranos A,COL
807,Mujer,16,Cali,3666,1. Juvenil,COL
808,Hombre,34,Cali,3667,2. Abierta,COL
809,Hombre,29,Cali,3667,2. Abierta,COL
810,Hombre,31,Cali,3667,2. Abierta,COL
811,Hombre,40,Cali,3667,3. Veteranos A,COL
812,Hombre,46,Cali,3668,3. Veteranos A,COL
813,Hombre,16,Cali,3668,1. Juvenil,COL
814,Hombre,29,Cali,3668,2. Abierta,COL
815,Hombre,36,Cali,3669,2. Abierta,COL
816,Hombre,33,Cali,3669,2. Abierta,COL
817,Hombre,45,Cali,3670,3. Veteranos A,COL
818,Hombre,26,Cali,3671,2. Abierta,COL
819,Hombre,26,Cali,3672,2. Abierta,COL
820,Hombre,35,Cali,3673,2. Abierta,COL
821,Hombre,49,Jamundi,3674,3. Veteranos A,COL
822,Hombre,49,Cali,3676,3. Veteranos A,COL
823,Mujer,35,Cali,3677,2. Abierta,COL
824,Hombre,30,Cali,3677,2. Abierta,COL
825,Mujer,37,Cali,3677,2. Abierta,COL
826,Hombre,31,Cali,3677,2. Abierta,COL
827,Hombre,28,Santander De Quilichao,3677,2. Abierta,COL
828,Mujer,33,Cali,3678,2. Abierta,COL
829,Mujer,30,Cali,3680,2. Abierta,COL
830,Mujer,46,Cali,3680,3. Veteranos A,COL
831,Mujer,19,Cali,3681,2. Abierta,COL
832,Hombre,27,Cali,3682,2. Abierta,COL
833,Mujer,38,Cali,3682,2. Abierta,COL
834,Hombre,30,Cali,3684,2. Abierta,COL
835,Hombre,44,Palmira,3684,3. Veteranos A,COL
836,Hombre,45,Cali,3684,3. Veteranos A,COL
837,Hombre,35,Cali,3686,2. Abierta,COL
838,Mujer,51,Cali,3686,4. Veteranos B,COL
839,Hombre,51,Cali,3689,4. Veteranos B,COL
840,Hombre,35,Cali,3689,2. Abierta,COL
841,Mujer,46,Cali,3692,3. Veteranos A,COL
842,Hombre,42,Cali,3693,3. Veteranos A,COL
843,Hombre,31,Cali,3696,2. Abierta,COL
844,Mujer,38,Cali,3697,2. Abierta,COL
845,Mujer,25,Cali,3699,2. Abierta,COL
846,Hombre,31,Cali,3699,2. Abierta,COL
847,Mujer,34,Cali,3700,2. Abierta,COL
848,Hombre,42,Cali,3700,3. Veteranos A,COL
849,Mujer,23,Cali,3700,2. Abierta,COL
850,Hombre,45,Cali,3701,3. Veteranos A,COL
851,Hombre,28,Cali,3702,2. Abierta,COL
852,Hombre,41,Cali,3704,3. Veteranos A,COL
853,Hombre,37,Cali,3705,2. Abierta,COL
854,Hombre,47,Cali,3707,3. Veteranos A,COL
855,Hombre,48,Cali,3707,3. Veteranos A,COL
856,Hombre,33,Cali,3710,2. Abierta,COL
857,Mujer,30,Cali,3710,2. Abierta,BTN
858,Hombre,32,Cali,3710,2. Abierta,COL
859,Mujer,60,Cali,3711,5. Veteranos C,COL
860,Hombre,57,Cali,3711,4. Veteranos B,COL
861,Mujer,37,Cali,3713,2. Abierta,COL
862,Hombre,62,Palmira,3714,5. Veteranos C,COL
863,Hombre,45,Cali,3714,3. Veteranos A,COL
864,Hombre,25,Cali,3715,2. Abierta,COL
865,Hombre,28,Cali,3715,2. Abierta,COL
866,Hombre,41,Ginebra,3716,3. Veteranos A,COL
867,Mujer,33,Cali,3718,2. Abierta,COL
868,Mujer,32,Popayán,3719,2. Abierta,COL
869,Hombre,41,Cali,3721,3. Veteranos A,COL
870,Mujer,37,Cali,3721,2. Abierta,COL
871,Mujer,43,Palmira,3722,3. Veteranos A,COL
872,Mujer,49,Cali,3722,3. Veteranos A,COL
873,Mujer,51,Cali,3722,4. Veteranos B,COL
874,Hombre,26,Cali,3724,2. Abierta,COL
875,Hombre,24,Cali,3724,2. Abierta,COL
876,Hombre,53,Cali,3726,4. Veteranos B,COL
877,Mujer,26,Cali,3728,2. Abierta,COL
878,Hombre,49,Cali,3728,3. Veteranos A,COL
879,Hombre,50,Cali,3729,4. Veteranos B,COL
880,Hombre,36,Cali,3731,2. Abierta,COL
881,Hombre,51,Cali,3732,4. Veteranos B,COL
882,Mujer,32,Cali,3733,2. Abierta,COL
883,Mujer,37,Cali,3734,2. Abierta,COL
884,Hombre,34,Cali,3735,2. Abierta,COL
885,Hombre,44,Cali,3735,3. Veteranos A,COL
886,Hombre,35,Cali,3735,2. Abierta,COL
887,Hombre,33,Cali,3736,2. Abierta,COL
888,Hombre,39,Cali,3737,2. Abierta,COL
889,Mujer,46,Cali,3737,3. Veteranos A,COL
890,Mujer,45,Cali,3737,3. Veteranos A,COL
891,Hombre,37,Cali,3738,2. Abierta,COL
892,Mujer,36,Cali,3739,2. Abierta,COL
893,Mujer,30,Cali,3739,2. Abierta,COL
894,Hombre,35,Cali,3739,2. Abierta,COL
895,Mujer,22,Cali,3740,2. Abierta,COL
896,Hombre,43,Cali,3741,3. Veteranos A,COL
897,Mujer,43,Cali,3742,3. Veteranos A,COL
898,Hombre,60,Cali,3743,5. Veteranos C,COL
899,Mujer,30,Cali,3743,2. Abierta,COL
900,Mujer,30,Cali,3744,2. Abierta,COL
901,Hombre,45,Cali,3744,3. Veteranos A,COL
902,Mujer,49,Bogota,3748,3. Veteranos A,COL
903,Hombre,16,Cali,3749,1. Juvenil,COL
904,Hombre,40,Cali,3749,3. Veteranos A,COL
905,Hombre,49,Bogota,3749,3. Veteranos A,COL
906,Mujer,31,Cali,3750,2. Abierta,COL
907,Hombre,43,Cali,3751,3. Veteranos A,COL
908,Hombre,22,Cali,3753,2. Abierta,COL
909,Hombre,50,Cali,3754,4. Veteranos B,COL
910,Mujer,43,Jamundi,3755,3. Veteranos A,COL
911,Hombre,34,Cali,3755,2. Abierta,COL
912,Hombre,41,Cali,3755,3. Veteranos A,COL
913,Mujer,34,Cali,3755,2. Abierta,COL
914,Mujer,51,Cali,3757,4. Veteranos B,COL
915,Mujer,52,Cali,3757,4. Veteranos B,COL
916,Hombre,31,Cali,3758,2. Abierta,COL
917,Mujer,23,Cali,3758,2. Abierta,COL
918,Mujer,32,Cali,3759,2. Abierta,COL
919,Hombre,47,Cali,3762,3. Veteranos A,COL
920,Hombre,24,Cali,3763,2. Abierta,COL
921,Mujer,32,Cali,3764,2. Abierta,COL
922,Mujer,62,Cali,3766,5. Veteranos C,COL
923,Mujer,35,Cali,3766,2. Abierta,COL
924,Hombre,41,Jamundi,3766,3. Veteranos A,COL
925,Mujer,25,Jamundí,3766,2. Abierta,COL
926,Hombre,36,Cali,3767,2. Abierta,COL
927,Mujer,37,Cali,3767,2. Abierta,COL
928,Hombre,33,Cali,3768,2. Abierta,COL
929,Mujer,39,Cali,3769,2. Abierta,COL
930,Mujer,34,Cali,3770,2. Abierta,COL
931,Hombre,25,Cali,3772,2. Abierta,0
932,Hombre,32,Cali,3773,2. Abierta,COL
933,Hombre,52,Cali,3773,4. Veteranos B,COL
934,Hombre,61,Cali,3773,5. Veteranos C,COL
935,Mujer,27,Cali,3774,2. Abierta,COL
936,Hombre,46,Cali,3776,3. Veteranos A,COL
937,Hombre,33,Cali,3777,2. Abierta,COL
938,Hombre,34,Cali,3777,2. Abierta,COL
939,Mujer,29,Cali,3777,2. Abierta,COL
940,Mujer,28,Cali,3778,2. Abierta,COL
941,Mujer,26,Cali,3779,2. Abierta,COL
942,Mujer,46,Cali,3779,3. Veteranos A,COL
943,Hombre,52,Tulua,3781,4. Veteranos B,COL
944,Mujer,33,Cali,3781,2. Abierta,COL
945,Mujer,26,Cali,3782,2. Abierta,0
946,Mujer,31,Tolu,3782,2. Abierta,COL
947,Hombre,41,Palmira,3783,3. Veteranos A,COL
948,Hombre,56,Cali,3783,4. Veteranos B,COL
949,Hombre,35,Cali,3783,2. Abierta,COL
950,Mujer,33,Cali,3788,2. Abierta,COL
951,Hombre,48,Cali,3801,3. Veteranos A,COL
952,Mujer,43,Cali,3802,3. Veteranos A,COL
953,Mujer,50,Cali,3805,4. Veteranos B,COL
954,Mujer,46,Cali,3806,3. Veteranos A,COL
955,Mujer,32,Cali,3806,2. Abierta,COL
956,Mujer,50,Cali,3807,4. Veteranos B,COL
957,Mujer,31,Cali,3808,2. Abierta,COL
958,Mujer,43,Cali,3810,3. Veteranos A,COL
959,Hombre,51,Cali,3810,4. Veteranos B,COL
960,Mujer,32,Cali,3810,2. Abierta,COL
961,Hombre,41,Cali,3810,3. Veteranos A,COL
962,Mujer,37,Cali,3811,2. Abierta,COL
963,Hombre,39,Cali,3812,2. Abierta,COL
964,Hombre,50,Cali,3812,4. Veteranos B,COL
965,Hombre,55,Cali,3812,4. Veteranos B,COL
966,Mujer,22,Cali,3813,2. Abierta,COL
967,Hombre,39,Cali,3813,2. Abierta,COL
